Id,Title,Sub Title,Image,Type,Teaser,Content,Web Status,Admin Status,Department,Vendor,Variant Title,SKU,UPC Code,Cost of Good,Price,Compare Price,Has Inventory,Inventory Policy,Has Shipping,Tax Type,Weight,Security,SEO Title,SEO Description,Slug,Created At,Updated At
47728179-d9ef-415d-888b-560e5c6d1595,Snack Platter,,,General Merchandise,,,Not Available,Available,,,platter,snackplatter,,50.00,110.00,,,Back Order,1,General Merchandise,0,Public,Snack Platter,,snack-platter-,2024-03-06 15:20:17,2024-03-06 15:20:17
484acc91-06b4-472c-b727-eaa559a127df,Sparkling Water 500 ml,,,General Merchandise,,,Not Available,Available,,,WATER,sparklingwater500ml,,5.00,20.00,,,Back Order,1,General Merchandise,0,Public,Sparkling Water 500 ml,,sparkling-water-500-ml-,2024-03-06 15:54:39,2024-03-06 15:54:39
49ab5967-e238-41cc-87e5-cede16b76ce8,Reds Only 6,,,Bundle,,,Not Available,Available,,,6 Bottle Selection,REDS6,,,1300.00,,,Back Order,,Not Taxable,0,Public,Reds Only 6,,reds-only-6,2024-01-10 10:31:41,2024-01-10 10:35:28
4a8e2d4d-4904-4b92-bad6-f81ed6663395,Adama Red,,https://images.commerce7.com/bosman-family-vineyards/images/original/adama_red_2008_d-1712216903703.jpg,Wine,,,Available,Available,,,Adama Red 2008,ADARED08,,50.00,500.00,,,Back Order,1,Wine,0,Public,Adama Red,,adama-red-,2024-04-04 09:30:34,2024-04-04 09:48:33
4ab1c691-e823-4cb4-b2b2-4a7d600e9e1b,Glass of Loose Cannon,,,General Merchandise,,,Not Available,Available,,,Glass of Loose Cannon,GLLOC,,12.00,70.00,,,Back Order,,General Merchandise,0,Public,Glass of Loose Cannon,,glass-of-mcc-,2024-03-06 15:14:36,2024-03-20 11:27:35
4c695349-6e26-44fb-9ead-70d8e6edd515,Ceylon Tea,Tea,,General Merchandise,,,Not Available,Available,,,Ceylon Tea,TEACEY,,15.00,30.00,,,Back Order,,General Merchandise,0.05,Public,Ceylon Tea,,tea,2024-01-31 13:55:13,2024-03-19 11:33:35
4e1c5148-2ee7-4b5c-bcfa-23192cb31817,Cheese platter,,,General Merchandise,,,Not Available,Available,,,platter,CHEESEPLATTER,,100.00,250.00,,,Back Order,1,General Merchandise,0,Public,Cheese platter,,cheese-platter-,2024-03-06 15:21:09,2024-04-02 12:07:04
4f28ac7c-3b4d-4b96-a1b9-a861cbac26cd,Chasing Rabbits Organic Grenache Blanc 2021,,https://images.commerce7.com/bosman-family-vineyards/images/original/chasing-rabbits-organic-grenache-blanc-2021-1700565520228.jpg,Wine,"The Grenache blanc vineyard is called Kleinplasie (small farm) as it indicates a smallholding from a
time long ago. The current vineyard was planted in 2011.","<p><span class=""TextRun SCXW87607596 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW87607596 BCX8"">Harvested on 8 February 2021. Destemmed and pressed into 0stainless steel tank. Natural fermentation with no malolactic fermentation. No addition of acidity or </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW87607596 BCX8"">oaking</span><span class=""NormalTextRun SCXW87607596 BCX8""> and no skin contact involved. As our journey with Grenache has always been led by skin contact- this rendition sought the expression of clarity of fruit.&nbsp;</span></span><span class=""EOP SCXW87607596 BCX8"" data-ccp-props=""{&quot;335559738&quot;:40,&quot;335559739&quot;:40}"">&nbsp;</span></p>
<p><span class=""EOP SCXW87607596 BCX8"" data-ccp-props=""{&quot;335559738&quot;:40,&quot;335559739&quot;:40}""><span class=""TextRun SCXW52827509 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW52827509 BCX8"">Medium to light yellow with golden rim. </span></span><span class=""TextRun SCXW54667273 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW54667273 BCX8"">Pithy citrus, yello</span><span class=""NormalTextRun SCXW54667273 BCX8"">w prunes, </span><span class=""NormalTextRun SCXW54667273 BCX8"">pear</span><span class=""NormalTextRun SCXW54667273 BCX8""> and spice. <span class=""TextRun SCXW209755265 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW209755265 BCX8"">Light to medium style with a lively and generous finish.&nbsp;</span></span><span class=""EOP SCXW209755265 BCX8"" data-ccp-props=""{&quot;335559738&quot;:40,&quot;335559739&quot;:40}"">&nbsp;</span></span></span></span></p>
<p><span class=""EOP SCXW87607596 BCX8"" data-ccp-props=""{&quot;335559738&quot;:40,&quot;335559739&quot;:40}""><strong><span class=""EOP SCXW54667273 BCX8"" data-ccp-props=""{&quot;335559738&quot;:40,&quot;335559739&quot;:40}"">VARIETAL:&nbsp; </span></strong><span class=""EOP SCXW54667273 BCX8"" data-ccp-props=""{&quot;335559738&quot;:40,&quot;335559739&quot;:40}"">100% Grenache Blanc.</span></span></p>",Available,Available,,,750ml,CHAGRB21,,45.00,150.00,,,Back Order,1,Wine,0,Public,Chasing Rabbits Organic Grenache Blanc 2021,Harvested on 8 February 2021. Destemmed and pressed into 0stainless steel tank. Natural fermentation with no malolactic fermentation. No addition of acidity...,chasing-rabbits-organic-grenache-blanc-2021,2023-11-21 13:19:12,2024-03-19 10:56:26
502a0060-a3e3-4e38-bb30-93ebbdf33abb,Hike,Hike,,General Merchandise,,,Not Available,Available,,,Hike,ADULTHIKE,,10.00,50.00,,,Back Order,1,General Merchandise,0.1,Public,Hike,,hike,2024-01-31 14:54:38,2024-01-31 14:54:38
51f55c32-2391-4b09-8417-a70ee64bb846,Beef brisket flatbread,Beef brisket flatbread,,General Merchandise,,,Not Available,Available,,,beef brisket flatbread,KOREANBEEFFLAT,,50.00,125.00,,,Back Order,1,Food,0.1,Public,Beef brisket flatbread,,beef-brisket-flatbread,2024-03-20 11:17:19,2024-03-20 11:17:19
54890fab-6c77-4220-bb49-d3c0d5255740,Espresso,Espresso,,General Merchandise,,,Not Available,Available,,,Double espresso,espresso,,10.00,25.00,,,Back Order,,General Merchandise,0.05,Public,Espresso,,espresso,2024-01-31 13:48:27,2024-01-31 13:49:25
54c304a5-dec7-495c-b1fc-39eaa2484351,Chips,Chips,,General Merchandise,,,Not Available,Available,,,Chips,chips,,10.00,60.00,,,Back Order,1,General Merchandise,0.1,Public,Chips,,chips,2024-01-31 14:26:21,2024-01-31 14:26:21
56e6b4ae-f27f-4446-8e24-a671b27b9235,Generation 8 Merlot 2023,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-family-vineyards-generation-8-merlot-2023-1712232965825.webp,Wine,"A true classic. A medium bodied wine with an appealing bouquet of ripe cherries and mulberries, followed through with hints of earthiness and plums on the palate.  A wine packed with red fruit and a lingering aftertaste.","<p><span data-contrast=""auto"">Grapes are hand harvested and destemmed before fermentation occurs. Regular pump-overs ensure good colour extraction and a gentle pressing results in tannin expression that is fine and subtle. </span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></p>
<p><span data-contrast=""auto"">A portion of the wine is matured in new French oak for 6 months to create a complex wine with supple tannins. </span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></p>
<p><span data-contrast=""auto"">A true classic. A medium bodied wine with an appealing bouquet of ripe cherries and mulberries, followed through with hints of earthiness and plums on the palate. </span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><span class=""TextRun SCXW33061079 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW33061079 BCX8"">A wine packed with red fruit and a lingering aftertaste. <span class=""TextRun SCXW251179836 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW251179836 BCX8"">A good partner to a range of tomato-based dishes, roast chicken and creamy mushroom steak or stews. </span></span></span></span></span></p>
<p><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><span class=""NormalTextRun SCXW60470743 BCX8""><span class=""TextRun SCXW157505693 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW157505693 BCX8""><span class=""NormalTextRun SCXW51131786 BCX8""><strong><span class=""TextRun SCXW157294370 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW157294370 BCX8"">VARIETAL:</span></span></strong><span class=""TextRun SCXW157294370 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW157294370 BCX8""><strong> </strong>100% Merlot</span><span class=""NormalTextRun SCXW157294370 BCX8"">.</span></span><span class=""EOP SCXW157294370 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></span></span></span></span></span></p>
<p><a href=""https://bosmanwines.com/wp-content/uploads/2024/01/FactSheet_Generation8_Merlot_2023.pdf"">Generation 8 Merlot 2023 Tasting Note</a></p>
<p>&nbsp;</p>",Available,Available,,,750ml,GENMER23,,21.38,100.00,,,Back Order,1,Wine,0,Public,Generation 8 Merlot 2023,Grapes are hand harvested and destemmed before fermentation occurs. Regular pump-overs ensure good colour extraction and a gentle pressing results in tannin...,generation-8-merlot-2022,2023-03-27 14:16:23,2024-04-04 14:16:16
5871383b-2604-453f-8e54-8777fab7e845,Bosman Erfenis 2018,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-family-vineyards-erfenis-2018-1712232707674.webp,Wine,"The Bosman Erfenis Cape Blend is one such wine. It is a wine that commemorates, defines and sets a standard for the Bosman cellar, the Wellington region and the Cape Winelands at large. And it has earned the accolades to prove just that.","<p><span class=""TextRun SCXW126448664 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW126448664 BCX8"">The Bosman</span> <span class=""NormalTextRun SCXW126448664 BCX8"">Erfenis</span><span class=""NormalTextRun SCXW126448664 BCX8""> Cape Blend is one such wine. It is a wine that commemorates, </span><span class=""NormalTextRun SCXW126448664 BCX8"">defines</span><span class=""NormalTextRun SCXW126448664 BCX8""> and sets a standard for the Bosman cellar, the Wellington region and the Cape Winelands at large. And it has earned the accolades to prove just that.</span></span><span class=""EOP SCXW126448664 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></p>
<p><span class=""TextRun SCXW61843095 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""none""><span class=""NormalTextRun SCXW61843095 BCX8""><span class=""NormalTextRun SCXW94040877 BCX8"">Deep purple red with </span><span class=""NormalTextRun SCXW94040877 BCX8"">a </span><span class=""NormalTextRun SCXW94040877 BCX8"">youthful vibrant rim. <span class=""NormalTextRun SCXW218581185 BCX8"">Deep, concentrated aromas</span><span class=""NormalTextRun SCXW218581185 BCX8""> of b</span><span class=""NormalTextRun SCXW218581185 BCX8"">lackberry</span><span class=""NormalTextRun SCXW218581185 BCX8""> and red fruit. The oak lends integrated spicy notes, t<span class=""NormalTextRun SCXW116434274 BCX8"">he flavours develop well </span><span class=""NormalTextRun SCXW116434274 BCX8"">in the glass or by decanting. Complex secondary </span><span class=""NormalTextRun SCXW116434274 BCX8"">flavours</span><span class=""NormalTextRun SCXW116434274 BCX8""> accented by lovely spicy notes from maturation in oak.&nbsp;</span></span></span></span></span></p>
<p><strong><span class=""TextRun SCXW61843095 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""none""><span class=""NormalTextRun SCXW61843095 BCX8"">VARIETAL:</span></span></strong> 50% <span class=""TextRun SCXW61843095 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""none""><span class=""NormalTextRun SCXW61843095 BCX8"">Cabernet Sauvignon</span><span class=""NormalTextRun SCXW61843095 BCX8""> , 20% </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW61843095 BCX8"">Cinsaut</span><span class=""NormalTextRun SCXW61843095 BCX8""> , 30% </span><span class=""NormalTextRun SCXW61843095 BCX8"">Nero</span> <span class=""NormalTextRun SpellingErrorV2Themed SCXW61843095 BCX8"">D`A</span><span class=""NormalTextRun SpellingErrorV2Themed SCXW61843095 BCX8"">vola.</span></span></p>
<p>&nbsp;</p>
<p>&nbsp;</p>",Available,Available,,,750ml,BOSERF18,,71.58,500.00,,,Back Order,1,Wine,0,Public,Bosman Erfenis 2018,"The Bosman Erfenis Cape Blend is one such wine. It is a wine that commemorates, defines and sets a standard for the Bosman cellar, the Wellington region and...",bosman-erfenis-2017,2023-03-27 13:56:41,2024-04-04 14:12:10
5889304a-4374-4b43-b0cd-8223794d6493,Bosman Cabernet Sauvignon 2016,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-cab-sauv-2016_web-1679918014117.png,Wine,,"<p>The Bosman Cabernet Sauvignon has always been a stalwart on our farm. The grapes for this wine were harvested from older vineyards which have produced consistent superior quality over decades.</p>
<p>Deep berry red with a garnet rim, elegant raspberry, blackberry and concentrated plum aromas. Slight pencil shaving notes, beautiful mouth feel with a long fruit-crammed, persistent finish. Tannins are subtle and accessible.</p>
<p><a href=""https://bosmanwines.com/wp-content/uploads/2022/05/Fact-Sheet_Bosman_Cab-Sauv_2016.pdf"">Bosman Cabernet Sauvignon 2016 Tasting Note</a></p>
<p>&nbsp;</p>",Not Available,Available,,,750ml,BOSCAS16,,33.42,275.00,,,Back Order,1,Wine,0,Public,Bosman Cabernet Sauvignon 2016,The Bosman Cabernet Sauvignon has always been a stalwart on our farm. The grapes for this wine were harvested from older vineyards which have produced...,bosman-cabernet-sauvignon-2016,2023-03-27 13:54:20,2023-08-14 14:47:21
5963d445-b5e8-41a1-802a-06f433c00223,Optenhorst Chenin Blanc 2014,,,Wine,,,Not Available,Available,,,750ml,OPTCHB14,,45.00,410.00,,,Back Order,1,Wine,0,Public,Optenhorst Chenin Blanc 2014,,optenhorst-chenin-blanc-2014,2023-08-15 11:54:25,2023-08-15 12:12:04
59f99240-fc01-4682-98b8-339e3082a3c5,Kids ham and cheese,Kids ham and cheese,,General Merchandise,,,Not Available,Available,,,Kids ham and cheese,HAMANDCHEESE,,25.00,90.00,,,Back Order,1,General Merchandise,0.1,Public,Kids ham and cheese,,kids-ham-and-cheese,2024-01-31 14:25:01,2024-01-31 14:25:01
5ba2f7ab-8a4b-4079-aef6-80d11e54aaef,Ultimate 6 September Shipment,,https://images.commerce7.com/bosman-family-vineyards/images/original/2-1685626277054.jpg,Bundle,,,Available,Available,,,6 Bottle Selection,ult6sel,,,1470.00,,,Back Order,,Not Taxable,0,Public,Ultimate 6 September Shipment,,ultimate-6-shipment,2023-06-01 15:31:53,2023-08-28 15:10:41
61a19868-d8b4-4acd-ae97-e296056da9d7,Optenhorst Chenin Blanc 2013,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-optenhorst-chenin-blanc-2013-1686293467039.png,Wine,"Investec Trophy Wine Show winner, Bosman Optenhorst Chenin Blanc 2013 was awarded the trophy for Best Museum Class Chenin Blanc!","<p><span class=""TextRun SCXW156082556 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW156082556 BCX8"">Investec Trophy Wine Show winner, Bosman Optenhorst Chenin Blanc 2013 was awarded the trophy for Best Museum Class Chenin Blanc!</span></span></p>
<p><span class=""TextRun SCXW156082556 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW156082556 BCX8"">The </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW156082556 BCX8"">Optenhorst</span><span class=""NormalTextRun SCXW156082556 BCX8""> Chenin Blanc features in our Special Vineyard Selection - tho</span><span class=""NormalTextRun SCXW156082556 BCX8"">se wines which speak of a place </span><span class=""NormalTextRun SCXW156082556 BCX8"">where it is rooted.</span> <span class=""NormalTextRun SCXW156082556 BCX8"">In this Chenin Blanc`s case it has been rooted in a specific site since 1952. In 2010 the Chenin Blanc Association funded research into the old vineyards of the </span><span class=""NormalTextRun SCXW156082556 BCX8"">Cape</span><span class=""NormalTextRun SCXW156082556 BCX8"">. It turned out the </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW156082556 BCX8"">Optenhorst</span><span class=""NormalTextRun SCXW156082556 BCX8""> vineyard is the fourth oldest in the country.</span></span><span class=""EOP SCXW156082556 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></p>
<p><span class=""EOP SCXW156082556 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><span class=""TextRun SCXW93030468 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW93030468 BCX8"">We believe that </span><span class=""NormalTextRun SCXW93030468 BCX8"">Wellington</span><span class=""NormalTextRun SCXW93030468 BCX8""> and indeed the </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW93030468 BCX8"">Bovlei</span> <span class=""NormalTextRun SCXW93030468 BCX8"">Valley</span><span class=""NormalTextRun SCXW93030468 BCX8""> will one day be renowned for the quality of its Chenin and the longevity thereof. We also believe that </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW93030468 BCX8"">Optenhorst</span><span class=""NormalTextRun SCXW93030468 BCX8""> will lead the way.</span></span><span class=""EOP SCXW93030468 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></span></p>
<p><span class=""EOP SCXW156082556 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><span class=""EOP SCXW93030468 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><span class=""TextRun SCXW91074681 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW91074681 BCX8"">Pale straw with vibrant golden rim. <span class=""TextRun SCXW134364813 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW134364813 BCX8"">Beautiful restraint mouth feel. Finishes with lively, mineral accent.</span></span><span class=""EOP SCXW134364813 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></span></span></span></span></p>
<p><strong><span class=""EOP SCXW156082556 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><span class=""EOP SCXW93030468 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><span class=""TextRun SCXW91074681 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW91074681 BCX8""><span class=""EOP SCXW134364813 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">VARIETAL:&nbsp;</span></span></span></span></span></strong><span class=""EOP SCXW156082556 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><span class=""EOP SCXW93030468 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}""><span class=""TextRun SCXW91074681 BCX8"" lang=""EN-GB"" xml:lang=""EN-GB"" data-contrast=""auto""><span class=""NormalTextRun SCXW91074681 BCX8""><span class=""EOP SCXW134364813 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">100% Chenin Blanc.</span></span></span></span></span></p>",Not Available,Available,,,750ml,OPTCHB13,,45.00,415.00,,,Back Order,1,Wine,0,Public,Optenhorst Chenin Blanc 2013,"Investec Trophy Wine Show winner, Bosman Optenhorst Chenin Blanc 2013 was awarded the trophy for Best Museum Class Chenin Blanc!
The Optenhorst Chenin Blanc...",optenhorst-chenin-blanc-2013-,2023-06-09 08:53:15,2024-02-08 10:33:03
632b9d53-d01e-40c4-ae46-e250741aa9e9,Fides 2018 Magnum,Fides 2018 Magnum,,Wine,,,Not Available,Available,,,750ml wine,FIDGRB18ME,,100.00,650.00,,,Back Order,1,Wine,0.25,Public,Fides 2018 Magnum,,fides-2018-magnum,2024-03-19 16:11:20,2024-03-19 16:11:20
63a544b8-942c-41b4-8354-676070f9452f,Pinotage 2010,,,Wine,,,Not Available,Available,,,750ml,PIN2010,,45.00,380.00,,,Back Order,1,Wine,0,Public,Pinotage 2010,,pinotage-2010,2024-02-26 16:16:13,2024-02-27 08:33:33
651afa4b-f3d0-4c14-8bcb-1236ca55ca09,Upper Hemel-en-Aarde Pinot Noir 2015,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman_upper-hemel-en-aarde_pinot_noir_2015-1712216950444.jpg,Wine,,,Available,Available,,,750ml,PIN2015,,50.00,375.00,,,Back Order,1,Wine,0,Public,Upper Hemel-en-Aarde Pinot Noir 2015,,upper-hemel-en-aarde-pinot-noir-2015,2024-04-04 09:27:16,2024-04-04 09:49:23
65be1f3f-a16e-453e-bd79-a246dbb4b2af,Methode Ancestral Chenin Blanc 2023,Methode Ancestral Chenin Blanc 2023,,Wine,,,Available,Available,,,750ml wine,METCHB23,,80.00,195.00,,,Back Order,1,Wine,0.15,Public,Methode Ancestral Chenin Blanc 2023,,methode-ancestral-chenin-blanc-2023,2024-03-19 16:14:03,2024-04-02 11:42:20
68e7aec3-37d1-42be-9a35-73a49aaeda47,Generation 8 Shiraz 2023,,https://images.commerce7.com/bosman-family-vineyards/images/original/bosman-family-vineyards-generation-8-shiraz-2023-1712232999210.webp,Wine,"A confident wine with fine textures of pepper spice, tobacco, new leather, with plums and brambles. A concentrated wine with a refreshing finish.","<p><span class=""TextRun SCXW67318857 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW67318857 BCX8""><a href=""https://bosmanwines.com/wp-content/uploads/2024/01/FactSheet_Generation8_Shiraz_2023.pdf"">Generation 8 Shiraz 2023 Tasting Note </a>Our Shiraz sites </span><span class=""NormalTextRun SCXW67318857 BCX8"">range</span><span class=""NormalTextRun SCXW67318857 BCX8""> from plantings from 2001 to as young as 2013, including vineyards near Hermon, planted in Schist soils, and vineyards in the </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW67318857 BCX8"">Bovlei</span><span class=""NormalTextRun SCXW67318857 BCX8""> in decomposed granite. A</span> </span><span class=""TextRun SCXW67318857 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW67318857 BCX8"">new addition since</span></span><span class=""TextRun SCXW67318857 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW67318857 BCX8""> 2022 </span></span><span class=""TextRun SCXW67318857 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW67318857 BCX8"">is</span></span><span class=""TextRun SCXW67318857 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW67318857 BCX8""> grapes from our Voor-</span><span class=""NormalTextRun SpellingErrorV2Themed SCXW67318857 BCX8"">Paardeberg</span><span class=""NormalTextRun SCXW67318857 BCX8""> farm </span></span><span class=""TextRun SCXW67318857 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW67318857 BCX8"">contributing</span> </span><span class=""TextRun SCXW67318857 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW67318857 BCX8"">beautiful black pepper spice. </span></span></p>
<p><span class=""TextRun SCXW59773061 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""> <span class=""NormalTextRun SCXW59773061 BCX8"">Grapes are hand harvested and destemmed before fermentation onset. </span><span class=""NormalTextRun SpellingErrorV2Themed SCXW59773061 BCX8"">Pumpovers</span><span class=""NormalTextRun SCXW59773061 BCX8""> are </span><span class=""NormalTextRun SCXW59773061 BCX8"">utilized</span><span class=""NormalTextRun SCXW59773061 BCX8""> for colour extraction. Before alcoholic fermentation is complete, </span></span><span class=""TextRun SCXW59773061 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW59773061 BCX8"">the must is</span></span><span class=""TextRun SCXW59773061 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW59773061 BCX8""> pressed to make sure that the tannin expression is fine and subtle. A </span><span class=""NormalTextRun SCXW59773061 BCX8"">portion</span><span class=""NormalTextRun SCXW59773061 BCX8""> of the wine is matured in new French oak for 6 months to create a complex wine with supple tannins. </span></span></p>
<p><span data-contrast=""auto"">A confident wine with fine textures of pepper spice, tobacco, new leather, with plums and brambles. A concentrated wine with a refreshing finish. </span><span data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></p>
<p><span class=""TextRun SCXW9995725 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW9995725 BCX8""><span class=""NormalTextRun SCXW125302706 BCX8""><span class=""TextRun SCXW170534042 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""none""><span class=""NormalTextRun SCXW170534042 BCX8""><span class=""NormalTextRun SCXW233328011 BCX8""><strong><span class=""TextRun SCXW206009261 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""><span class=""NormalTextRun SCXW206009261 BCX8"">VARIETAL:</span></span></strong><span class=""TextRun SCXW206009261 BCX8"" lang=""EN-ZA"" xml:lang=""EN-ZA"" data-contrast=""auto""> <span class=""NormalTextRun SCXW206009261 BCX8"">100% Shiraz</span><span class=""NormalTextRun SCXW206009261 BCX8"">.</span></span><span class=""EOP SCXW206009261 BCX8"" data-ccp-props=""{&quot;201341983&quot;:0,&quot;335559739&quot;:0,&quot;335559740&quot;:240}"">&nbsp;</span></span></span></span></span></span></span></p>
<p><a href=""https://bosmanwines.com/wp-content/uploads/2024/01/FactSheet_Generation8_Shiraz_2023.pdf"">Generation Shiraz 2023 Tasting Note</a></p>",Available,Available,,,750ml,GENSHI23,,25.22,100.00,,,Back Order,1,Wine,0,Public,Generation 8 Shiraz 2023,"Generation 8 Shiraz 2023 Tasting Note Our Shiraz sites range from plantings from 2001 to as young as 2013, including vineyards near Hermon, planted in Schist...",generation-8-shiraz-2022,2023-03-27 14:19:54,2024-04-04 14:16:48
